Identificador de URL;Nombre;Categorías;Nombre de propiedad 1;Valor de propiedad 1;Nombre de propiedad 2;Valor de propiedad 2;Nombre de propiedad 3;Valor de propiedad 3;Precio;Precio promocional;Peso (kg);Alto (cm);Ancho (cm);Profundidad (cm);Stock;SKU;Código de barras;Mostrar en tienda;Envío sin cargo;Descripción;Tags;Título para SEO;Descripción para SEO;Marca;Producto Físico;MPN (Número de pieza del fabricante);Sexo;Rango de edad;Costo;Visibilidad
manta-flannel-todas-las-medidas;Manta FLANNEL KING;DORMITORIO > MANTAS/FRAZADAS/ACOLCHADOS;Tamaño;KING;;;;;54,900.00;43,920.00;0.5;15.00;40.00;40.00;2;;;SI;NO;"<p><strong>Manta FLANNEL</strong></p>
<p>Esta manta de flannel es el complemento ideal para mantenerte c&aacute;lido y c&oacute;modo. Fabricada en <strong>100% poli&eacute;ster</strong>, ofrece una suavidad excepcional y resistencia al uso diario.</p>
<p>Color: Silver&nbsp;</p>
<p>Disponible en medida <strong>KING</strong>: 260x220 cm</p>
<p><strong>Cuidado</strong>: Lavar con agua fr&iacute;a y usar jab&oacute;n neutro para mantener su calidad. &iexcl;Disfruta de la calidez y el estilo que solo nuestra manta FLANNEL puede ofrecer!</p>";frazada;;;;SI;;;;;Visible
manta-suplesa-rombo-300grs-todas-las-medidas;Manta Suplesa ROMBO 300grs TWIN;DORMITORIO > MANTAS/FRAZADAS/ACOLCHADOS;Tamaño;TWIN;;;;;54,900.00;43,920.00;0.5;15.00;40.00;40.00;3;;;SI;NO;"<p><strong>Manta Suplesa ROMBO 300grs</strong> en color beige con elegante estampa de rombos felpudos.</p>
<p>Fabricada en <em>100% poli&eacute;ster</em>, ofrece un tacto suave y c&aacute;lido, ideal para esta temporada de invierno.</p>
<p>Disponible en todas las medidas: TWIN (1.60x220 cm), FULL&nbsp;(245x220 cm) y KING (260x220 cm).</p>
<p>Perfecta para mantenerte abrigado con estilo y comodidad durante los d&iacute;as fr&iacute;os.</p>";frazada;;;;SI;;;;;Visible
trapito-bath-60x48cm1;Trapito BATH 60x48cm;BAÑO > ALFOMBRAS PARA BAÑO, PRODUCTOS PARA APROVECHAR;;;;;;;5,000.00;;0.10;20.00;15.00;5.00;3;;;SI;NO;"<p>Trapo de piso 100% algod&oacute;n estampado, mide aproximadamente 60x48cm.</p>
<p>Estampa realizado en proceso artesanal.&nbsp;</p>
<p>Recomendamos lavar antes de su uso.&nbsp;</p>
<p>&iquest;Como recomendamos lavar el trapito para que quede impecable para su uso? Llevar a lavaropas con agua fr&iacute;a ya que nuestro trapito es 100% algod&oacute;n y al usar agua caliente el mismo puede achicarse.</p>";;;;;SI;;;;;Visible
trapito-relax-time-60x70cm;Trapito RELAX time 60x70cm;BAÑO > ALFOMBRAS PARA BAÑO;;;;;;;7,700.00;;0.10;20.00;15.00;5.00;4;;;SI;NO;"<p>Trapo de piso 100% algod&oacute;n estampado, mide aproximadamente 60x70cm.</p>
<p>Estampa realizado en proceso artesanal.&nbsp;</p>
<p>Recomendamos lavar antes de su uso.&nbsp;</p>
<p>&iquest;Como recomendamos lavar el trapito para que quede impecable para su uso? Llevar a lavaropas con agua fr&iacute;a ya que nuestro trapito es 100% algod&oacute;n y al usar agua caliente el mismo puede achicarse.</p>";;;;;SI;;;;;Visible
cortina-justina-natural;Cortina JUSTINA Natural;DORMITORIO, LIVING > CORTINA DE AMBIENTE, VARIOS;;;;;;;54,500.00;;0.30;30.00;15.00;5.00;1;;;SI;NO;"<p>Cortina JUSTINA Natural</p>
<p>Confeccionada en <em>100% algodón</em>, esta cortina de gasa pañalera ofrece un diseño sencillo y elegante en color natural. Viene con <strong>2 paños de 150 cm cada uno</strong>, alcanzando un largo total aproximado de 210/220 cm, ideal para iluminar y proteger tus ambientes con suavidad.</p>
<p>Perfecta para quienes buscan calidad y estilo natural en su decoración.</p>";;;;;SI;;;;;Visible
cuenco-martele-10cm-diametro;Cuenco MARTELE 10cm diametro;LIVING > DECO - FLOREROS;;;;;;;9,500.00;;0.20;5.00;10.00;5.00;3;;;SI;NO;"<p>Cuenco MARTELE 10cm di&aacute;metro</p>
<p><strong>Medidas: 10 cm de di&aacute;metro x 4 cm de alto.</strong></p>
<p>Este cuenco de cer&aacute;mica en color plateado combina elegancia y funcionalidad. Perfecto para servir snacks, postres o como pieza decorativa, su acabado met&aacute;lico aporta un toque moderno y sofisticado a cualquier ambiente.</p>
<p>Ideal para uso diario o para ocasiones especiales, su tama&ntilde;o compacto lo hace pr&aacute;ctico y vers&aacute;til.</p>";;;;;SI;;;;;Visible
jarron-florero-gaita-30x15cm;Jarrón/florero GAITA 30x15cm;LIVING > DECO - FLOREROS, BLACK DELUAR;;;;;;;27,500.00;;0.5;30.00;15.00;10.00;3;;;SI;NO;"<p>Jarr&oacute;n/florero de <strong>cer&aacute;mica esmaltada blanca</strong>, ideal para realzar cualquier ambiente con un toque de elegancia y simplicidad. Sus medidas de <strong>30x15 cm</strong> lo hacen perfecto para colocar flores frescas o secas, aportando estilo y frescura a tu hogar.</p>
<p>Gracias a su acabado esmaltado, es f&aacute;cil de limpiar y mantener, garantizando durabilidad y un aspecto siempre impecable. Un complemento vers&aacute;til y decorativo que no puede faltar.</p>";;;;;SI;;;;;Visible
perchero-gardenia-40x15cm;;;Color;oscuro;;;;;16,900.00;;0.70;40.00;15.00;5.00;3;;;;;;;;;;;;;;;
huevera-x10-unid;Huevera x10 unid;COCINA > BAZAR > FRASCOS;;;;;;;7,500.00;;0.20;20.00;10.00;5.00;5;;;SI;NO;"<p><strong>Huevera para 10 Unid</strong></p>
<p>Organiza tus huevos de manera práctica y segura con nuestra <em>huevera para 10 unidades</em>. Fabricada en <strong>plástico reforzado</strong>, esta huevera es ideal para mantener tus huevos protegidos y frescos. </p>
<p>Su diseño <strong>transparente</strong> te permite ver fácilmente la cantidad de huevos que tienes, mientras que la <strong>tapa</strong> asegura un cierre hermético. </p>
<p>Perfecta para el hogar o para llevar a picnics. ¡No te quedes sin la tuya y optimiza el almacenamiento de tus alimentos!</p>";;;;;SI;;;;;Visible
huevera-x24;Huevera x24;COCINA > BAZAR > FRASCOS, VARIOS, ORGANIZACIÓN;;;;;;;12,500.00;;0.25;30.00;21.00;7.00;0;;;SI;NO;"<p><strong>Huevera x24: Práctica y Funcional</strong></p>
<p>Organiza tus huevos de manera eficiente con nuestra <strong>huevera para 24 huevos</strong>. Fabricada en <strong>plástico transparente</strong>, permite ver fácilmente el contenido, facilitando su uso en la cocina. </p>
<p><strong>Medidas</strong>: 30x21x7 cm, ideal para cualquier heladera. Incluye <strong>tapa</strong> para proteger los huevos de contaminantes y mantener su frescura. </p>
<p>Aprovechá esta solución perfecta para el almacenamiento de tus huevos y optimizá tu espacio. ¡No te la pierdas!</p>";;;;;SI;;;;;Visible
organizador-de-acrilico-chico-31x10cm;Organizador de Acrílico Chico 31X10cm;ORGANIZACIÓN;;;;;;;7,900.00;;0.25;30.00;10.00;10.00;2;;;SI;NO;"<p><strong>Organizador acrílico chico</strong></p>
<p>Con un diseño <strong>práctico y versátil</strong>, el organizador acrílico chico es la solución ideal para mantener el orden en tu hogar. </p>
<p><strong>Medidas:</strong> 31x10x9.5 cm, apto para heladera y freezer. Su estructura apilable permite optimizar el espacio en cualquier rincón de tu cocina o despensa. </p>
<p>Fabricado en acrílico de alta calidad, este organizador no solo es duradero, sino que también aporta un toque moderno a tu decoración. ¡No pierdas la oportunidad de tenerlo en tu casa!</p>";;;;;SI;;;;;Visible
organizador-de-acrilico-grande-31x20cm;Organizador de Acrílico Grande 31x20cm;ORGANIZACIÓN;;;;;;;12,200.00;;0.40;30.00;20.00;10.00;3;;;SI;NO;"<p>Organizador de acrilico grande</p>
<p>Con un dise&ntilde;o&nbsp;<strong>pr&aacute;ctico y vers&aacute;til</strong>, el organizador acr&iacute;lico chico es la soluci&oacute;n ideal para mantener el orden en tu hogar.</p>
<p><strong>Medidas:</strong>&nbsp;31x20x9.5 cm, apto para heladera y freezer. Su estructura apilable permite optimizar el espacio en cualquier rinc&oacute;n de tu cocina o despensa.</p>
<p>Fabricado en acr&iacute;lico de alta calidad, este organizador no solo es duradero, sino que tambi&eacute;n aporta un toque moderno a tu decoraci&oacute;n. &iexcl;No pierdas la oportunidad de tenerlo en tu casa!</p>";;;;;SI;;;;;Visible
botella-de-aluminio-500ml;;;Color;Negro;;;;;10,000.00;;0.10;25.00;6.00;5.00;1;;;;;;;;;;;;;;;
gaveta-calada-cromada-30x14cm;;;Color;Rojo;;;;;2,700.00;;0.10;30.00;15.00;9.00;2;;;;;;;;;;;;;;;
porta-llaves-home-20x12cm;Porta llaves HOME 20x12cm;LIVING > DECO - FLOREROS, VARIOS, ORGANIZACIÓN;Color;claro;;;;;12,300.00;;0.50;20.00;12.00;5.00;1;;;SI;NO;"<p><strong>Porta llaves HOME 20x12cm</strong></p>
<p>El&nbsp;<strong>Porta llaves HOME</strong>&nbsp;es la soluci&oacute;n perfecta para mantener el orden en tu hogar. Con medidas de <strong>20x12cm</strong>, est&aacute; fabricado en melamina de alta calidad, lo que garantiza su resistencia y durabilidad.</p>
<p>Disponible en&nbsp;<strong>dos modelos de colores</strong>, se adapta a cualquier estilo decorativo.</p>
<p>Incluye&nbsp;<strong>cinta bifaz</strong>, lo que permite una instalaci&oacute;n sencilla sin necesidad de tornillos ni perforar la pared.</p>
<p>&iexcl;Organiz&aacute; tus llaves con estilo y funcionalidad gracias al Porta llaves HOME!</p>";;;;;SI;;;;;Visible
porta-llaves-home-20x12cm;;;Color;oscuro;;;;;12,300.00;;0.50;20.00;12.00;5.00;0;;;;;;;;;;;;;;;
porta-llaves-welcome-30x12cm;Porta llaves WELCOME 30x12cm;LIVING > DECO - FLOREROS, VARIOS, ORGANIZACIÓN;Color;claro;;;;;15,500.00;;0.50;30.00;13.00;5.00;0;;;SI;NO;"<p><strong>Porta llaves WELCOME 30x12cm</strong></p>
<p>El <strong>Porta llaves WELCOME</strong> es la soluci&oacute;n perfecta para mantener el orden en tu hogar. Con medidas de <strong>30x12cm</strong>, est&aacute; fabricado en melamina de alta calidad, lo que garantiza su resistencia y durabilidad.</p>
<p>Disponible en <strong>dos modelos de colores</strong>, se adapta a cualquier estilo decorativo.</p>
<p>Incluye <strong>cinta bifaz</strong>, lo que permite una instalaci&oacute;n sencilla sin necesidad de tornillos ni perforar la pared.</p>
<p>&iexcl;Organiz&aacute; tus llaves con estilo y funcionalidad gracias al Porta llaves WELCOME!</p>";;;;;SI;;;;;Visible
porta-llaves-welcome-30x12cm;;;Color;oscuro;;;;;15,500.00;;0.50;30.00;13.00;5.00;0;;;;;;;;;;;;;;;
porta-sahumerio1;Porta sahumerio VIBES 20x8cm;VELAS Y ACCESORIOS > Portavelas y Bandejas;;;;;;;5,100.00;;0.20;20.00;8.00;5.00;2;;;SI;NO;"<p>El <strong>Porta sahumerio VIBES</strong> es un accesorio esencial para aquellos que buscan un ambiente armonioso en su hogar.</p>
<p>Con medidas de <strong>20x8cm</strong> y fabricado en <strong>melamina de 18mm</strong>, este porta sahumerio es tanto duradero como estilizado.</p>
<p>Su atractivo color <strong>Helzinki</strong> se adapta a diferentes estilos decorativos, aportando un toque moderno a cualquier espacio.</p>
<p>Ideal para utilizar en la sala, dormitorio o ba&ntilde;o, este producto no solo es funcional, sino que tambi&eacute;n realza la est&eacute;tica de tu hogar. &iexcl;No te lo pierdas!</p>";;;;;SI;;;;;Visible
porta-sahumerio-luna-25x6cm;Porta sahumerio LUNA 25x6cm;VELAS Y ACCESORIOS > Portavelas y Bandejas;;;;;;;5,500.00;;0.20;25.00;8.00;5.00;5;;;SI;NO;"<p>El <strong>Porta sahumerio LUNA</strong> es el accesorio ideal para quienes buscan armonizar su espacio.</p>
<p>Con medidas de <strong>25x6 cm</strong>, est&aacute; fabricado en <strong>melamina de 18 mm</strong>, lo que asegura durabilidad y resistencia.</p>
<p>Su elegante <strong>color helzinki</strong> aporta un toque moderno y sofisticado a cualquier ambiente.</p>
<p>Este porta sahumerio no solo es funcional, sino que tambi&eacute;n se convierte en un elemento decorativo que realza la est&eacute;tica de tu hogar. &iexcl;Transform&aacute; tu espacio con el Porta sahumerio LUNA!</p>";;;;;SI;;;;;Visible
perchero-colgante-4-ganchos;Perchero Colgante 4 ganchos;VARIOS, ORGANIZACIÓN, PRODUCTOS PARA APROVECHAR;;;;;;;9,900.00;;0.40;30.00;16.00;10.00;4;;;SI;NO;"<p><strong>Perchero Colgante 4 ganchos</strong></p>
<p>El <strong>Perchero Colgante</strong> cromado, de acero, es la soluci&oacute;n perfecta para mantener el orden en tu hogar.</p>
<p>Con unas dimensiones de <strong>28x16cm</strong>, este perchero de acero incluye <strong>4 ganchos</strong> que te permitir&aacute;n colgar chaquetas, bufandas y accesorios de manera pr&aacute;ctica y elegante.</p>
<p>Su dise&ntilde;o moderno y funcional se adapta a cualquier espacio, desde la entrada hasta el dormitorio. No solo es un elemento &uacute;til, sino que tambi&eacute;n a&ntilde;ade un toque contempor&aacute;neo a tu decoraci&oacute;n. &iexcl;Organiza tu hogar con estilo!</p>";;;;;SI;;;;;Visible
jarron-murcia-30cm;Jarrón MURCIA 30cm;LIVING > DECO - FLOREROS, BLACK DELUAR;;;;;;;28,500.00;;0.5;30.00;12.00;12.00;1;;;SI;NO;"<p>El <strong>Jarrón MURCIA</strong> es la pieza perfecta para realzar la decoración de cualquier ambiente. Con <strong>medidas de 30x12 cm</strong>, este jarrón de <strong>cerámica blanca</strong> combina elegancia y modernidad, ideal para exhibir tus flores favoritas o como objeto decorativo por sí solo.</p>
<p>Su diseño minimalista se adapta a diversas estéticas, desde lo clásico hasta lo contemporáneo. No solo es un elemento decorativo, sino que también añade un toque de frescura a tu hogar. ¡No te pierdas la oportunidad de tener el Jarrón MURCIA y transforma tu espacio!</p>";florero;;;;SI;;;;;Visible
servilletero-metal-blanco;Servilletero metal blanco;COCINA > BAZAR > ORGANIZACION COCINA;;;;;;;6,500.00;;0.15;15.00;10.00;3.00;1;;;SI;NO;"<p>El <strong>Servilletero Metal Blanco</strong> es la opción ideal para mantener tus servilletas organizadas y al alcance de la mano. Con <strong>medidas de 14x10 cm</strong>, su diseño elegante y minimalista se adapta a cualquier estilo de mesa, ya sea en una cena formal o en un almuerzo casual.</p>
<p>Fabricado en metal de alta calidad, este servilletero es duradero y fácil de limpiar, asegurando que siempre luzca como nuevo. Añade un toque de sofisticación a tu comedor con este práctico accesorio. ¡No te lo pierdas!</p>";;;;;SI;;;;;Visible
setx3-dispenser-de-bano-500ml;Setx3 Dispenser de baño 500ml;BAÑO > ARTICULOS PARA BAÑO;;;;;;;16,500.00;;0.5;15.00;15.00;5.00;0;;;SI;NO;"<p><strong>Setx3 Dispenser de ba&ntilde;o&nbsp;</strong></p>
<p>Organiz&aacute; tu ba&ntilde;o con nuestro elegante <strong>Setx3 de ba&ntilde;o</strong> de 500ml. Estos frascos de <strong>vidrio color &aacute;mbar</strong> no solo son funcionales, sino que tambi&eacute;n aportan un toque de estilo a tu espacio.</p>
<p>Cada frasco cuenta con un <strong>dosificador negro</strong>, ideal para un uso pr&aacute;ctico y eficiente. Adem&aacute;s, incluyen <strong>etiquetas a prueba de agua</strong> con t&iacute;tulos bien definidos: <strong>JAB&Oacute;N L&Iacute;QUIDO</strong>, <strong>SHAMPOO</strong> y <strong>ACONDICIONADOR</strong>.</p>
<p>Transform&aacute; tu rutina de cuidado personal con este set pr&aacute;ctico y sofisticado. &iexcl;No te lo pierdas!</p>";;;;;SI;;;;;Visible
setx2-bidon-jabon-liquido-y-suavizante-1-9l;Setx2 Bidón Jabon liquido y Suavizante 1.9L;BAÑO > ARTICULOS PARA BAÑO, VARIOS;;;;;;;18,500.00;;0.5;25.00;20.00;10.00;0;;;SI;NO;"<p><strong>Setx2 Bidón Jabón Líquido y Suavizante 1.9L</strong></p>
<p>Descubre la funcionalidad y estilo de nuestro <strong>Setx2 Bidón Jabón Líquido y Suavizante</strong>, con una capacidad de <strong>1.9 litros</strong>. Estos bidones, elaborados en <strong>vidrio color ámbar</strong>, son perfectos para mantener tus productos organizados y a la vista.</p>
<p>Incluyen <strong>etiquetas a prueba de agua</strong> con los títulos de <strong>JABÓN LÍQUIDO</strong> y <strong>SUAVIZANTE</strong>, garantizando una identificación clara y duradera. </p>
<p>Ideal para cualquier hogar, ¡agrega este set a tu colección y disfruta de su elegancia y practicidad!</p>";;;;;SI;;;;;Visible
setx2-dispenser-detegergente-y-jabon-liq-500cc;Setx2 Dispenser DETEGERGENTE y JABON LIQ 500cc;COCINA > BAZAR > ORGANIZACION COCINA;;;;;;;10,500.00;;0.35;16.00;13.00;6.00;1;;;SI;NO;"<p><strong>Setx2 Dispenser DETEGERGENTE y JABON LIQ&nbsp;</strong></p>
<p>Este set de dispensers de 500<strong>cc</strong> es ideal para mantener tu espacio ordenado y estilizado.</p>
<p>Elaborados en <strong>vidrio &aacute;mbar</strong>, aportan un toque elegante y sofisticado a tu cocina o ba&ntilde;o. Cada dispenser cuenta con un <strong>dosificador de pl&aacute;stico negro</strong>, que facilita su uso y evita derrames. Son perfectos para almacenar detergentes y jabones l&iacute;quidos, combinando funcionalidad y dise&ntilde;o. &iexcl;Optimiza tu hogar con este pr&aacute;ctico y atractivo set!</p>";;;;;SI;;;;;Visible
setx2-oliva-y-aceto-250cc;Setx2 OLIVA y ACETO 250cc;COCINA > BAZAR > ACEITEROS - SALEROS - AZUCARERAS - ESPECIEROS, BLACK DELUAR;;;;;;;8,000.00;;0.55;25.00;10.00;5.00;1;;;SI;NO;"<p><strong>Setx2 OLIVA y ACETO 250cc</strong></p>
<p>Este elegante set de aceite y vinagre de 250cc es ideal para realzar tus comidas.</p>
<p>Los frascos est&aacute;n elaborados en <strong>vidrio &aacute;mbar</strong>, que protege el contenido de la luz, garantizando la frescura y calidad de los l&iacute;quidos.</p>
<p>La <strong>tapa negra</strong> agrega un toque moderno y pr&aacute;ctico, facilitando su uso en la cocina o en la mesa. Perfecto para quienes buscan un dise&ntilde;o funcional y est&eacute;tico, este set es un complemento esencial para cualquier hogar. &iexcl;No te lo pierdas!</p>";;;;;SI;;;;;Visible
alfombra-paz-petit-175x100cm;Alfombra PAZ petit 175x100cm;LIVING > MANTAS, LIVING > ALFOMBRAS;;;;;;;19,500.00;;0.50;20.00;20.00;5.00;0;;;SI;NO;"<p>Manta 100% pabilo de&nbsp;algod&oacute;n (es algod&oacute;n puro, sin procesar, rustico), confeccionada en telar. &iquest;Donde se puede usar? En un mont&oacute;n de lados! Como manta de sill&oacute;n, como cubre sill&oacute;n, cubre cama de 2 plazas, pie de cama hasta podes usarla de alfombra.</p>
<p>Medidas: 1,00X1,75cm</p>
<p>Cuidamos de la misma: Al ser un producto 100% algod&oacute;n su cuidado debe ser lavado a mano preferentemente sino lavado en lavarropas en modo lavado a mano/lavado cuidado, lavado de lana, el agua preferentemente fr&iacute;a o no debe superar los 30&ordm;C y las revoluciones del centrifugado tienen que ser menores a 800, ya que al ser un producto de pabilo de algod&oacute;n puede deshilachar la costura y por consecuencia la tela un centrifugado fuerte. Secar a la sombra, no secar con calor ya que puede achicar.</p>";;;;;SI;;;;;Visible
manta-bahia-cruda-190x155cm;Manta BAHIA cruda 190x155cm;LIVING > MANTAS;;;;;;;37,500.00;;0.5;20.00;20.00;5.00;2;;;SI;NO;"<p>Manta tejida en telar con efecto tramado, 100% algod&oacute;n.</p>
<p>MEDIDAS DE LA MANTA EN CRUDO: 175x190 aprox</p>
<p>Esta manta no paso por ning&uacute;n tipo de proceso de tintoreria, es decir esta en crudo. Que significa esto? Que cuando se lave la misma va a tomar y va a achicarse, haciendo que el tejido quede bien mullido generando textura y dejando una manta tramada y con una arruga muy caracteristica de este tejido. Una vez lavada queda de: 185X155aprox</p>
<p>Como lavar y cuidar el producto? Al ser un tejido 100% algod&oacute;n recomendamos lavar en lavarropas en un programa suave, delicado preferentemente agua fr&iacute;a o que la temperatura de la misma no supere los 30*C ya que el calor tiende a achicar mucho el producto.&nbsp;</p>
<p>Secado a la sombra.</p>";;;;;SI;;;;;Visible
cortina-justina-off-white;Cortina JUSTINA Off White;DORMITORIO, LIVING > CORTINA DE AMBIENTE;;;;;;;54,500.00;;0.80;35.00;25.00;5.00;3;;;SI;NO;"<p><strong>Cortina JUSTINA Off White</strong></p>
<p>Agregue un toque de elegancia a su hogar con la <strong>Cortina JUSTINA</strong> en color <strong>Off White</strong>. Fabricada en <strong>gasa pa&ntilde;alera</strong>, esta cortina combina dise&ntilde;o y funcionalidad, ideal para cualquier ambiente.</p>
<p><strong>Dimensiones</strong>: Cada paquete incluye <strong>2 pa&ntilde;os</strong> de <strong>200 cm de alto</strong> x <strong>140 cm de ancho</strong>, perfectos para una cobertura completa.</p>
<p>Transforme su espacio con esta cortina que no solo ofrece privacidad, sino que tambi&eacute;n ilumina su hogar con su suave color. &iexcl;No se la pierda!</p>";;;;;SI;;;;;Visible
cesto-chico1;Cesto Nordico LORE 21x15cm;LIVING > DECO - FLOREROS, BAÑO, ORGANIZACIÓN;;;;;;;7,000.00;;0.10;20.00;15.00;3.00;1;;;SI;NO;"<p><strong>Cesto LORE 21x15cm</strong></p>
<p>Descubre el <strong>Cesto LORE</strong>, una opción elegante y funcional para organizar tu espacio. Con unas <strong>medidas de 21x15cm</strong>, este cesto está <strong>hecho en soga</strong> de alta calidad, lo que garantiza durabilidad y resistencia. Su <strong>color negro</strong> aporta un toque moderno y versátil, ideal para cualquier ambiente.</p>
<p>Perfecto para almacenar juguetes, revistas o cualquier objeto que necesites tener a mano. <strong>Transforma tu hogar</strong> con este cesto práctico y decorativo. ¡Realiza tu compra ahora y disfruta de la organización con estilo!</p>";;;;;SI;;;;;Visible
cesto-nordico-paris-18x10cm-gris;Cesto Nordico PARIS 18x10cm Gris;COCINA, BAÑO, ORGANIZACIÓN, BLACK DELUAR;;;;;;;12,500.00;;0.30;18.00;18.00;10.00;2;;;SI;NO;"<p><strong>Cesto PARIS 18x10cm Gris</strong></p>
<p>Organiza tu espacio con estilo gracias al <strong>Cesto PARIS</strong>. Con unas medidas de <strong>18x10cm</strong>, este cesto es ideal para mantener el orden en cualquier rincón de tu hogar.</p>
<p><strong>Características:</strong>
- <strong>Color:</strong> Gris, que se adapta a diferentes decoraciones.
- <strong>Material:</strong> Hecho en soga, lo que le confiere resistencia y durabilidad.</p>
<p>Este cesto no solo es funcional, sino que también aporta un toque decorativo. ¡Hazte con el tuyo y transforma tu espacio!</p>";;;;;SI;;;;;Visible
set-cubiertos-dorados-con-mango-simil-marmol;Set cubiertos dorados con mango simil marmol;COCINA > BAZAR > CUBIERTOS - VAJILLA;;;;;;;12,900.00;;0.20;25.00;5.00;5.00;5;;;SI;NO;"<p><strong>Set Cubiertos Dorados con Mango Simil Mármol Blanco</strong></p>
<p>Añade un toque de sofisticación a tus comidas con nuestro <strong>Set de Cubiertos Dorados</strong>. Este elegante set incluye:</p>
<ul>
<li><strong>1 tenedor</strong></li>
<li><strong>1 cuchillo</strong></li>
<li><strong>1 cuchara</strong></li>
</ul>
<p>El diseño de <em>mango simil mármol blanco</em> no solo es visualmente atractivo, sino que también aporta un aire moderno a tu mesa. Perfecto para ocasiones especiales o para realzar tu uso diario. ¡Transforma tu experiencia gastronómica con este set exclusivo!</p>";;;;;SI;;;;;Visible
florero-luxury-vidrio-labrado-17x10cm;Florero LUXURY Vidrio Labrado 17x10cm;LIVING > DECO - FLOREROS;;;;;;;16,500.00;;0.5;18.00;10.00;8.00;2;;;SI;NO;"<p><strong>Florero LUXURY Vidrio Labrado 17x10cm</strong></p>
<p>Descubre el <strong>Florero LUXURY</strong>, una pieza única que añade un toque de sofisticación a tu hogar. Con un elegante diseño en <strong>vidrio labrado</strong>, este florerito mide <strong>17x10cm</strong>, ideal para exhibir tus flores favoritas o como un objeto decorativo por sí solo.</p>
<p>Su acabado brillante y detalles elaborados garantizan que se convierta en el centro de atención de cualquier ambiente. <strong>No te pierdas</strong> la oportunidad de embellecer tu espacio con esta elegante pieza que combina estilo y funcionalidad. ¡Hazlo tuyo y transforma tu decoración!</p>";;;;;SI;;;;;Visible
camino-mesa-aleli-off-white-200x40cm;Camino mesa ALELI Off White 200x40cm;COCINA > CAMINO DE MESA;;;;;;;11,500.00;;0.15;20.00;20.00;5.00;2;;;SI;NO;"<p><strong>Camino de mesa ALELI Off White</strong></p>
<p>El <strong>Camino de mesa ALELI</strong> es la elecci&oacute;n perfecta para embellecer tu hogar. Confeccionado en <strong>gasa pa&ntilde;alera pre-lavada</strong> y 100% algod&oacute;n, este camino no solo es elegante, sino tambi&eacute;n pr&aacute;ctico. Sus medidas de <strong>40x200 cm</strong> lo hacen ideal para cualquier mesa.</p>
<p>Para su cuidado, se recomienda lavar con <strong>agua fr&iacute;a</strong> o a no m&aacute;s de <strong>30&ordm;C</strong>. Apto para lavarropas, y se sugiere secar a la sombra para mantener su calidad.</p>
<p>&iexcl;Transforma tu mesa con el estilo y la suavidad del camino ALELI!</p>";;;;;SI;;;;;Visible
vaso-portacepillo-de-bambu;Vaso/Portacepillo de bambu;BAÑO > ARTICULOS PARA BAÑO, HOT SALE;;;;;;;10,000.00;;0.10;10.00;8.00;8.00;2;;;SI;NO;"<p><strong>Vaso/Portacepillo de Bambú</strong>
Medidas: 10 cm.  </p>
<p>Descubre la combinación perfecta de <strong>funcionalidad y sostenibilidad</strong> con nuestro vaso/portacepillo de bambú. Este elegante accesorio no solo es ideal para organizar tus cepillos de dientes, sino que también aporta un toque natural y cálido a tu baño. Fabricado con <strong>bambú de alta calidad</strong>, es resistente y ecológico, contribuyendo a un estilo de vida más sostenible.  </p>
<p>¡No te pierdas la oportunidad de embellecer tu espacio con este práctico y hermoso vaso!</p>";;;;;SI;;;;;Visible
dispenser-de-jabon-portacepillo-paris-ii;Dispenser de jabón + portacepillo PARIS II;BAÑO > ARTICULOS PARA BAÑO;;;;;;;21,900.00;;0.5;20.00;20.00;9.00;1;;;SI;NO;"<p><strong>Dispenser de jab&oacute;n + portacepillo PARIS</strong></p>
<p>Este elegante <strong>dispenser de jab&oacute;n + portacepillo PARIS</strong> es el complemento perfecto para tu ba&ntilde;o. Fabricado en <strong>vidrio resistente</strong>, garantiza durabilidad y estilo.</p>
<p>Las <strong>letras en blanco</strong> a&ntilde;aden un toque sofisticado y moderno, ideal para cualquier decoraci&oacute;n.</p>
<p>Con su dise&ntilde;o funcional, mantiene tu espacio organizado y a la vez decorativo.</p>
<p>&nbsp;</p>";;;;;SI;;;;;Visible
alfombra-bath-time-60x70cm;Alfombra bath time 60x70cm;BAÑO > ALFOMBRAS PARA BAÑO, BAÑO > ARTICULOS PARA BAÑO;;;;;;;5,500.00;;0.20;20.00;20.00;5.00;0;;;SI;NO;"<p><strong>Alfombritas de pabilo de algod&oacute;n al 100%, estampado.</strong></p>
<p>Mide aproximadamente 60X70cm.</p>
<p><strong>Recomendamos lavar antes de su uso.&nbsp;</strong></p>
<p>&iquest;Como recomendamos lavarla para que quede impecable para su uso? Llevar a lavaropas con agua fr&iacute;a ya que es 100% algod&oacute;n y al usar agua caliente el mismo puede achicarse, agregarle jab&oacute;n l&iacute;quido o en polvo, el que uses y agregarle un chorrito de lavandina para poder blanquearlo&nbsp;</p>";;;;;SI;;;;;Visible
